app,mode,destination,source,price,distance
Uber,UberPool,Theatre District,Fenway,10.0,2.66
Lyft,Lux Black,North End,Financial District,22.5,1.26
Lyft,Lux Black,Boston University,Beacon Hill,22.5,2.3
Uber,UberXL,South Station,Beacon Hill,14.5,2.48
Uber,UberPool,Northeastern University,Theatre District,12.5,1.8
Uber,Black,Northeastern University,North Station,27.0,3.3
Lyft,Lyft,Theatre District,Boston University,10.5,2.98
Lyft,Lyft,North End,Financial District,7.0,1.23
Lyft,Lux Black XL,Theatre District,Haymarket Square,38.5,1.23
Lyft,Lyft XL,Boston University,Theatre District,22.5,3.17
Lyft,Lux Black,North End,Theatre District,19.5,1.71
Uber,Black,Financial District,Haymarket Square,21.5,0.99
Uber,WAV,Fenway,Theatre District,10.5,2.66
Lyft,Lyft,North Station,South Station,9.0,1.95
Lyft,Lux Black XL,South Station,Theatre District,26.0,0.64
Lyft,Lux,Northeastern University,West End,22.5,3.08
Uber,UberX,North End,Back Bay,12.5,3.17
Lyft,Lux,South Station,Beacon Hill,19.5,2.39
Lyft,Lyft XL,Haymarket Square,West End,10.5,0.77
Uber,Black SUV,West End,Fenway,34.0,2.73
Lyft,Lyft XL,Theatre District,South Station,13.5,1.14
Uber,WAV,Haymarket Square,Financial District,7.5,1.25
Uber,UberX,South Station,North Station,9.5,2.17
Lyft,Lyft,South Station,Financial District,7.0,0.44
Uber,UberPool,Beacon Hill,Haymarket Square,8.5,1.36
Lyft,Lux,Northeastern University,Back Bay,13.5,1.06
Uber,UberPool,Beacon Hill,South Station,9.0,2.58
Uber,WAV,Boston University,North Station,10.5,3.01
Lyft,Lux,Financial District,Haymarket Square,11.0,1.06
Lyft,Lux Black,Beacon Hill,Fenway,22.5,2.67
Uber,UberPool,Back Bay,Boston University,7.5,1.56
Lyft,Shared,Boston University,Financial District,10.5,5.36
Lyft,Lux,Beacon Hill,South Station,19.5,2.45
Uber,Black,Northeastern University,Financial District,20.5,2.45
Lyft,Lyft,Financial District,South Station,7.0,0.66
Lyft,Shared,Haymarket Square,Back Bay,7.0,2.31
Lyft,Shared,North Station,Haymarket Square,5.0,0.56
Uber,WAV,Beacon Hill,Northeastern University,10.5,2.61
Lyft,Lux Black,Haymarket Square,West End,16.5,0.76
Lyft,Lux,North End,North Station,13.5,1.05
Uber,WAV,South Station,Back Bay,8.5,1.89
Lyft,Shared,Theatre District,Fenway,7.0,2.75
Uber,Black SUV,North Station,South Station,28.0,1.84
Uber,Black,Boston University,North Station,26.0,3.01
Lyft,Shared,West End,Haymarket Square,5.0,0.58
Uber,UberX,Fenway,West End,9.5,2.84
Lyft,Shared,North Station,South Station,7.0,2.36
Uber,UberX,West End,Boston University,8.5,3.04
Uber,Black,Theatre District,Boston University,21.5,2.98
Uber,Black,Theatre District,Boston University,19.5,2.45
Lyft,Lux,North Station,North End,11.0,1.13
Lyft,Lyft XL,Beacon Hill,Boston University,16.5,2.63
Lyft,Shared,Back Bay,Haymarket Square,7.0,2.41
Uber,UberX,Theatre District,Boston University,10.5,2.98
Uber,WAV,Financial District,Fenway,12.0,4.4
Uber,UberPool,Back Bay,North End,12.0,2.34
Lyft,Lux Black XL,North End,North Station,26.0,1.01
Uber,Black,Northeastern University,Financial District,49.5,7.46
Lyft,Lux,Fenway,Back Bay,13.5,1.41
Uber,Black SUV,Northeastern University,Beacon Hill,25.0,1.97
Uber,Black,Haymarket Square,North Station,15.0,0.56
Uber,UberXL,Northeastern University,Financial District,28.0,7.46
Lyft,Lux Black XL,Fenway,West End,32.5,2.98
Uber,Black SUV,North End,West End,26.0,1.23
Uber,UberX,North Station,South Station,9.5,1.5
Uber,WAV,Theatre District,Boston University,10.5,2.98
Lyft,Lyft,Financial District,South Station,7.0,0.58
Lyft,Lyft XL,North End,Financial District,10.5,1.03
Uber,Black SUV,North Station,South Station,26.0,1.84
Uber,Black,Back Bay,North End,20.5,2.34
Uber,Black,North Station,Haymarket Square,16.0,0.49
Uber,UberX,Fenway,Back Bay,8.5,1.34
Uber,Black SUV,South Station,Financial District,27.5,0.39
Uber,WAV,Beacon Hill,Northeastern University,9.5,2.61
Lyft,Lux Black XL,Beacon Hill,Boston University,38.0,2.68
Uber,UberPool,Financial District,North End,7.5,1.04
Lyft,Lyft XL,Fenway,North Station,16.5,3.23
Uber,UberXL,Financial District,North End,11.5,1.04
Lyft,Lyft XL,Northeastern University,Back Bay,10.5,1.12
Lyft,Lux Black XL,Theatre District,North End,27.5,1.55
Lyft,Lyft,Boston University,Back Bay,7.0,1.46
Lyft,Lux Black XL,Northeastern University,North Station,34.0,3.31
Uber,WAV,North Station,South Station,9.0,2.38
Uber,UberXL,West End,Haymarket Square,10.5,0.62
Uber,UberX,North End,Theatre District,8.5,1.57
Lyft,Lux Black XL,Fenway,North Station,34.0,3.15
Uber,Black SUV,Theatre District,North End,28.5,1.41
Lyft,Shared,North Station,Haymarket Square,3.0,0.54
Uber,UberX,Financial District,Boston University,16.0,4.72
Uber,UberXL,Haymarket Square,Theatre District,13.0,1.61
Lyft,Shared,North End,Beacon Hill,5.0,1.67
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,26.0,1.32
Uber,Black SUV,West End,Fenway,32.5,2.72
Uber,UberXL,Northeastern University,North Station,19.5,3.3
Lyft,Lyft,South Station,Beacon Hill,11.0,2.36
Uber,WAV,North Station,Boston University,10.5,3.39
Lyft,Shared,Northeastern University,Theatre District,7.0,2.13
Uber,WAV,South Station,Back Bay,10.5,3.45
Uber,Black,Northeastern University,Financial District,37.0,7.46
Uber,Black SUV,North Station,South Station,29.5,2.29
Lyft,Lux Black,Back Bay,South Station,27.5,3.32
Lyft,Lux Black XL,Fenway,Financial District,42.5,4.62
Uber,UberXL,Haymarket Square,Back Bay,17.0,2.32
Uber,UberXL,South Station,Financial District,8.5,0.39
Lyft,Lyft,West End,Boston University,11.0,3.05
Uber,Black,North Station,Boston University,29.5,3.81
Uber,UberX,Financial District,Boston University,14.0,4.72
Uber,Black SUV,Fenway,North Station,29.5,3.05
Uber,UberPool,Fenway,Financial District,9.5,4.48
Lyft,Lux Black,North Station,South Station,22.5,1.91
Uber,UberPool,Fenway,Theatre District,10.0,2.66
Uber,WAV,Financial District,Northeastern University,13.5,4.57
Uber,UberX,Beacon Hill,Haymarket Square,7.5,0.91
Lyft,Lyft XL,North End,Financial District,10.5,1.19
Lyft,Lux,Beacon Hill,Fenway,19.5,2.39
Lyft,Lyft XL,Theatre District,Haymarket Square,13.5,1.18
Uber,WAV,North Station,Northeastern University,10.5,3.22
Uber,Black SUV,Boston University,Back Bay,27.0,1.41
Lyft,Lux Black XL,Haymarket Square,Back Bay,30.0,2.3
Uber,UberX,South Station,North Station,8.0,2.17
Lyft,Lux Black,North End,North Station,16.5,1.02
Lyft,Lyft,Fenway,Theatre District,13.5,3.17
Uber,Black SUV,South Station,Theatre District,26.0,0.55
Uber,Black,West End,North End,16.0,1.16
Uber,UberXL,Back Bay,Haymarket Square,16.5,2.3
Lyft,Lyft,Theatre District,Haymarket Square,9.0,1.25
Uber,UberPool,Back Bay,Fenway,6.5,1.5
Lyft,Shared,West End,Haymarket Square,5.0,0.65
Uber,UberX,Back Bay,Northeastern University,8.5,1.64
Uber,Black SUV,Back Bay,Boston University,26.5,1.56
Lyft,Lux Black,Beacon Hill,Fenway,22.5,2.4
Uber,Black SUV,Beacon Hill,South Station,29.0,2.5
Uber,WAV,Fenway,Financial District,13.0,4.48
Uber,Black SUV,Beacon Hill,South Station,30.5,2.5
Lyft,Lyft XL,South Station,Financial District,9.0,0.43
Uber,WAV,South Station,Beacon Hill,9.0,2.48
Lyft,Lux Black,Haymarket Square,Financial District,16.5,1.0
Lyft,Lux Black,Back Bay,Fenway,16.5,1.45
Uber,WAV,Back Bay,North End,12.5,2.73
Lyft,Shared,Beacon Hill,Boston University,7.0,2.62
Lyft,Shared,Financial District,North End,3.5,1.11
Uber,UberX,West End,Northeastern University,15.0,2.88
Lyft,Lyft XL,Haymarket Square,West End,11.0,0.75
Lyft,Lux Black,Financial District,Haymarket Square,16.5,0.99
Lyft,Lux Black,Northeastern University,Financial District,26.0,3.41
Uber,Black SUV,Beacon Hill,South Station,28.5,2.5
Uber,UberXL,South Station,West End,15.0,2.14
Uber,Black,West End,Northeastern University,22.5,2.86
Lyft,Lux Black,Beacon Hill,Northeastern University,22.5,2.43
Lyft,Lux Black XL,South Station,Financial District,27.5,0.43
Uber,UberPool,Haymarket Square,West End,8.0,0.72
Uber,UberX,North End,Financial District,7.0,1.21
Uber,UberXL,Haymarket Square,Financial District,10.5,1.25
Uber,WAV,Back Bay,North End,10.5,2.34
Uber,Black,Northeastern University,Theatre District,19.5,1.8
Lyft,Lux Black,Boston University,Beacon Hill,22.5,2.37
Uber,UberX,Financial District,Northeastern University,21.5,2.57
Lyft,Lux Black XL,Financial District,Haymarket Square,27.5,1.07
Lyft,Lux,West End,Haymarket Square,11.0,0.72
Lyft,Lux Black,Haymarket Square,Theatre District,19.5,1.73
Uber,WAV,Fenway,Theatre District,9.5,2.66
Uber,UberPool,West End,Haymarket Square,5.5,0.62
Lyft,Lux Black,North End,North Station,16.5,1.05
Uber,Black SUV,Haymarket Square,North Station,27.5,0.56
Uber,UberX,Theatre District,Boston University,10.5,2.98
Lyft,Shared,Beacon Hill,Fenway,7.0,2.43
Lyft,Lyft XL,Beacon Hill,Boston University,16.5,2.71
Lyft,Lyft XL,North Station,North End,11.0,1.0
Lyft,Lux,Fenway,Financial District,26.0,4.57
Uber,UberPool,North Station,Fenway,8.0,3.08
Uber,Black,Back Bay,Northeastern University,16.0,1.64
Uber,WAV,West End,Northeastern University,11.5,2.86
Lyft,Lyft,West End,North End,7.0,1.25
Lyft,Lux Black,North Station,South Station,19.5,1.69
Lyft,Lyft,Boston University,North Station,10.5,3.14
Uber,WAV,South Station,Theatre District,12.5,0.55
Uber,UberPool,Haymarket Square,North Station,6.5,0.56
Lyft,Lyft XL,Northeastern University,Financial District,16.5,3.46
Lyft,Lux Black XL,Northeastern University,Back Bay,27.5,1.08
Lyft,Lyft,West End,North End,7.0,1.16
Lyft,Lyft XL,Boston University,Beacon Hill,13.5,2.31
Uber,Black,Beacon Hill,Haymarket Square,16.5,1.36
Uber,UberPool,West End,Northeastern University,12.5,2.86
Lyft,Lux,Boston University,Back Bay,13.5,1.59
Lyft,Lyft XL,Fenway,North Station,16.5,3.19
Uber,UberX,Theatre District,Fenway,10.5,2.66
Uber,UberX,North Station,Fenway,16.5,3.06
Lyft,Lux,Financial District,Northeastern University,26.0,3.22
Lyft,Lux Black,North End,Back Bay,26.0,2.96
Uber,UberXL,Theatre District,Northeastern University,14.0,1.94
Lyft,Lux Black XL,North End,West End,27.5,1.06
Lyft,Lyft,Back Bay,Haymarket Square,9.0,2.3
Lyft,Lyft XL,Back Bay,Northeastern University,10.5,1.45
Lyft,Shared,North End,Back Bay,7.0,3.0
Lyft,Lux,Boston University,North Station,19.5,3.19
Uber,Black,Financial District,Haymarket Square,15.0,0.8
Uber,UberX,Beacon Hill,Northeastern University,10.5,2.61
Uber,UberXL,South Station,North Station,15.0,2.13
Uber,UberPool,Boston University,Theatre District,10.0,2.67
Lyft,Shared,Haymarket Square,West End,3.0,0.77
Lyft,Lux Black,West End,Boston University,22.5,3.07
Lyft,Shared,Beacon Hill,South Station,7.0,2.57
Lyft,Lux,South Station,West End,16.5,2.13
Lyft,Lux Black XL,South Station,Financial District,26.0,0.42
Uber,UberX,Theatre District,South Station,8.5,1.3
Uber,WAV,North End,Theatre District,8.0,1.57
Lyft,Lux,Beacon Hill,Boston University,19.5,2.62
Uber,WAV,Theatre District,South Station,7.5,1.3
Uber,UberXL,Haymarket Square,Financial District,12.5,1.25
Lyft,Lux Black XL,North Station,South Station,26.0,1.72
Uber,UberPool,Boston University,North Station,11.0,3.01
Lyft,Shared,North End,Back Bay,9.0,2.39
Lyft,Lux Black XL,Back Bay,Fenway,27.5,1.43
Lyft,Lux Black,North End,Theatre District,19.5,1.72
Uber,UberPool,South Station,West End,7.5,2.14
Uber,UberPool,Fenway,Theatre District,8.0,2.66
Lyft,Lux Black,North End,Beacon Hill,16.5,1.56
Uber,UberX,Theatre District,Haymarket Square,8.5,1.16
Lyft,Lyft,Beacon Hill,Boston University,10.5,2.7
Lyft,Lux Black XL,North End,Beacon Hill,30.0,2.08
Uber,UberX,Theatre District,Haymarket Square,8.5,1.16
Uber,UberPool,West End,Fenway,10.0,2.72
Uber,Black,Northeastern University,West End,29.5,3.1
Uber,Black,North Station,Haymarket Square,15.5,0.49
Lyft,Lyft,Haymarket Square,North Station,7.0,0.69
Uber,UberX,Haymarket Square,Financial District,8.0,1.25
Lyft,Shared,Financial District,Haymarket Square,5.0,0.99
Uber,UberXL,North Station,Boston University,18.5,3.39
Uber,Black SUV,Financial District,Haymarket Square,26.5,0.99
Uber,UberPool,Boston University,Beacon Hill,9.0,2.27
Lyft,Lux Black XL,Theatre District,Haymarket Square,26.0,1.27
Lyft,Shared,North End,Beacon Hill,5.0,1.75
Uber,UberXL,Back Bay,Fenway,13.5,1.5
Uber,UberPool,Back Bay,North End,11.0,2.73
Lyft,Shared,Beacon Hill,North End,5.0,1.84
Lyft,Shared,Financial District,Boston University,7.0,3.68
Lyft,Lyft XL,Back Bay,Boston University,13.5,1.58
Uber,WAV,Theatre District,North End,10.5,1.81
Uber,UberX,Boston University,West End,7.0,1.72
Uber,UberX,Financial District,North End,9.5,1.04
Lyft,Lux,Financial District,South Station,11.0,0.56
Lyft,Shared,North Station,North End,5.0,0.99
Lyft,Shared,Boston University,Back Bay,9.0,1.45
Lyft,Lyft XL,Haymarket Square,Back Bay,16.5,2.32
Uber,Black,Fenway,West End,24.0,2.84
Uber,UberXL,Fenway,Theatre District,16.0,2.66
Uber,UberX,Northeastern University,Back Bay,7.0,1.22
Lyft,Lyft XL,North End,North Station,13.5,1.06
Uber,Black SUV,Fenway,West End,31.5,2.84
Lyft,Lux Black XL,Financial District,Boston University,42.5,4.71
Lyft,Lux,Haymarket Square,North Station,10.5,0.74
Uber,Black,Boston University,West End,26.5,2.86
Uber,Black,West End,Boston University,26.0,3.04
Lyft,Lux Black,West End,Fenway,27.5,2.84
Lyft,Lux Black,North End,Back Bay,26.0,3.16
Uber,Black SUV,South Station,North Station,30.5,2.17
Lyft,Lux Black XL,Haymarket Square,Back Bay,30.0,2.31
Uber,Black SUV,Back Bay,Boston University,27.5,1.56
Uber,UberXL,South Station,Beacon Hill,15.5,2.48
Uber,UberXL,South Station,West End,13.5,2.14
Uber,UberX,North End,Financial District,8.5,1.21
Uber,UberPool,Financial District,South Station,4.5,0.54
Uber,UberPool,Northeastern University,Beacon Hill,7.5,1.97
Uber,UberXL,Haymarket Square,Back Bay,20.5,2.32
Lyft,Lyft,Theatre District,North End,9.0,1.54
Uber,UberXL,South Station,North Station,15.0,2.17
Uber,WAV,Theatre District,South Station,7.5,1.3
Uber,UberPool,South Station,Theatre District,5.5,0.55
Lyft,Shared,Boston University,Back Bay,5.0,1.51
Lyft,Lux,Boston University,Beacon Hill,16.5,2.39
Lyft,Lux,Fenway,Beacon Hill,16.5,2.36
Uber,UberPool,Financial District,Haymarket Square,7.0,0.82
Uber,UberXL,Beacon Hill,Northeastern University,16.5,2.63
Uber,Black SUV,North Station,Haymarket Square,27.0,0.49
Lyft,Lux,Beacon Hill,South Station,16.5,2.59
Lyft,Lux,Haymarket Square,Theatre District,13.5,1.73
Lyft,Lux,North End,North Station,13.5,1.06
Uber,UberXL,Theatre District,Haymarket Square,10.5,1.16
Lyft,Lyft XL,Theatre District,Fenway,19.5,2.48
Uber,UberXL,West End,Northeastern University,17.5,2.86
Lyft,Shared,Financial District,Boston University,7.0,4.66
Uber,UberXL,Theatre District,Boston University,17.5,2.98
Uber,UberX,North Station,Fenway,9.5,3.07
Lyft,Lux Black XL,South Station,Back Bay,32.5,1.96
Uber,Black,Beacon Hill,Boston University,25.0,2.8
Uber,WAV,Fenway,West End,10.5,2.84
Uber,UberX,Haymarket Square,Beacon Hill,7.5,1.35
Uber,Black SUV,North End,Theatre District,26.0,1.57
Lyft,Lux Black XL,South Station,Beacon Hill,27.5,2.22
Uber,UberPool,Boston University,Back Bay,8.0,1.41
Uber,WAV,Financial District,Haymarket Square,7.0,0.99
Lyft,Lux Black,Haymarket Square,West End,16.5,0.76
Lyft,Lux,Haymarket Square,Beacon Hill,13.5,1.35
Uber,UberPool,Back Bay,South Station,10.0,3.44
Uber,WAV,North Station,Fenway,11.5,3.06
Uber,Black SUV,North Station,Northeastern University,36.0,3.23
Uber,UberPool,Boston University,Back Bay,6.5,1.41
Lyft,Lyft,West End,Boston University,10.5,3.41
Lyft,Shared,Financial District,Haymarket Square,3.5,1.07
Lyft,Lyft,North End,Financial District,7.0,1.26
Uber,UberPool,North End,Financial District,6.5,1.21
Lyft,Shared,North Station,North End,3.0,1.01
Lyft,Shared,Beacon Hill,North End,7.0,1.76
Lyft,Lyft,Boston University,West End,10.5,2.89
Lyft,Lux,North Station,Haymarket Square,11.0,0.44
Uber,UberPool,South Station,North Station,9.0,1.34
Uber,UberX,North End,Financial District,7.0,1.21
Lyft,Shared,Northeastern University,Back Bay,3.5,1.07
Lyft,Lux Black,West End,Boston University,22.5,3.07
Uber,UberX,Beacon Hill,North End,11.5,1.46
Uber,UberX,Northeastern University,Financial District,11.5,2.87
Uber,Black,Boston University,West End,24.0,2.8
Uber,UberPool,North End,West End,6.5,1.23
Lyft,Lux Black,Northeastern University,Beacon Hill,22.5,2.51
Uber,UberX,West End,Haymarket Square,7.5,0.62
Uber,Black SUV,Beacon Hill,North End,29.5,1.9
Uber,WAV,Fenway,Back Bay,8.5,1.34
Uber,Black SUV,Theatre District,North End,27.0,1.41
Uber,Black SUV,South Station,Back Bay,34.0,3.45
Lyft,Lux Black XL,Financial District,Boston University,42.5,4.68
Uber,UberXL,South Station,Beacon Hill,16.0,2.48
Uber,WAV,Back Bay,Fenway,7.0,1.5
Uber,UberXL,Financial District,South Station,11.0,0.63
Uber,UberXL,Haymarket Square,West End,19.5,0.94
Lyft,Lux,Back Bay,Boston University,13.5,1.49
Lyft,Lux,Boston University,Beacon Hill,16.5,2.35
Uber,WAV,North End,West End,10.5,1.23
Uber,Black SUV,Beacon Hill,Northeastern University,30.5,2.61
Uber,Black,North Station,Haymarket Square,16.0,0.49
Uber,Black,Financial District,South Station,15.0,0.63
Uber,WAV,South Station,Beacon Hill,9.0,2.48
Lyft,Lux,Northeastern University,West End,19.5,3.06
Uber,WAV,North End,Beacon Hill,8.0,2.19
Uber,Black SUV,West End,North End,27.5,1.11
Uber,Black,Fenway,North Station,26.0,3.05
Lyft,Lux Black,Beacon Hill,Northeastern University,22.5,2.44
Uber,Black,Fenway,West End,25.5,2.84
Lyft,Lyft XL,South Station,Theatre District,9.0,0.68
Uber,Black,Fenway,North Station,24.0,3.05
Lyft,Lyft XL,South Station,Beacon Hill,13.5,2.26
Lyft,Shared,Back Bay,Boston University,10.5,1.95
Uber,Black SUV,Financial District,Fenway,38.5,4.4
Uber,WAV,Fenway,West End,10.5,2.84
Lyft,Lux Black,North Station,Boston University,27.5,3.47
Lyft,Lyft,Theatre District,Boston University,10.5,3.0
Lyft,Shared,Theatre District,Northeastern University,7.0,1.97
Uber,WAV,North End,Back Bay,10.5,3.16
Uber,UberX,West End,Boston University,9.5,3.04
Uber,Black,North Station,North End,16.0,1.03
Uber,Black SUV,Fenway,West End,32.0,2.84
Lyft,Shared,North End,Theatre District,3.0,1.73
Lyft,Lux Black,Boston University,North Station,26.0,3.14
Uber,Black SUV,Fenway,Beacon Hill,29.5,2.29
Lyft,Lux Black,Financial District,Haymarket Square,16.5,1.03
Lyft,Lux Black,North Station,Northeastern University,27.5,3.19
Uber,Black,Fenway,Financial District,30.5,4.48
Lyft,Lux Black XL,North End,Financial District,26.0,1.03
Uber,WAV,West End,Fenway,19.5,2.72
Uber,Black,Theatre District,Haymarket Square,16.0,1.18
Lyft,Lux Black XL,Back Bay,Fenway,26.0,1.48
Lyft,Shared,West End,Northeastern University,7.0,2.79
Uber,WAV,South Station,North Station,9.5,2.17
Lyft,Lux,Theatre District,Haymarket Square,13.5,1.34
Lyft,Lyft,North Station,Fenway,13.5,3.24
Uber,WAV,Back Bay,South Station,10.5,3.53
Uber,Black,North End,Financial District,16.0,1.21
Lyft,Lux,Boston University,Financial District,30.0,4.52
Uber,UberX,North End,West End,9.5,1.23
Uber,Black SUV,Financial District,Boston University,40.5,4.72
Uber,UberX,West End,Haymarket Square,9.5,0.61
Uber,WAV,Financial District,Haymarket Square,8.5,1.0
Uber,Black,Boston University,Financial District,29.5,4.44
Lyft,Lux Black,Theatre District,Northeastern University,32.5,1.97
Lyft,Lux,North End,West End,13.5,1.07
Uber,Black,Theatre District,North End,18.5,1.41
Lyft,Lux Black XL,Haymarket Square,Financial District,32.5,1.01
Uber,UberXL,Theatre District,North End,12.5,1.41
Lyft,Shared,Boston University,Beacon Hill,7.0,2.35
Uber,UberPool,Back Bay,Northeastern University,6.5,1.34
Lyft,Lux,Beacon Hill,Haymarket Square,13.5,1.4
Uber,Black SUV,Back Bay,Fenway,26.5,1.5
Uber,WAV,West End,Haymarket Square,7.5,0.68
Uber,Black,Fenway,Theatre District,21.5,2.66
Lyft,Lux,Boston University,Back Bay,13.5,1.45
Lyft,Shared,Beacon Hill,North End,7.0,1.82
Uber,WAV,Theatre District,Haymarket Square,9.5,1.16
Uber,UberX,Boston University,North Station,9.5,3.01
Uber,Black,Haymarket Square,Beacon Hill,16.5,1.35
Uber,UberX,Financial District,Fenway,12.5,3.64
Lyft,Shared,North End,West End,5.0,1.1
Uber,WAV,Beacon Hill,Fenway,8.5,2.46
Uber,Black,West End,Boston University,26.0,3.04
Uber,Black,West End,Haymarket Square,15.0,0.61
Uber,WAV,Fenway,North Station,11.5,3.05
Uber,UberXL,Northeastern University,Beacon Hill,16.0,1.97
Lyft,Lux Black XL,Boston University,Beacon Hill,27.5,2.28
Uber,Black SUV,Fenway,Back Bay,23.0,1.34
Uber,Black,Boston University,West End,23.5,2.86
Lyft,Lyft XL,North End,West End,10.5,1.09
Uber,UberX,Northeastern University,Back Bay,7.0,1.08
Uber,UberPool,Fenway,Financial District,10.0,4.48
Lyft,Lyft XL,Northeastern University,Beacon Hill,16.5,2.47
Lyft,Lyft XL,Financial District,Haymarket Square,10.5,1.04
Lyft,Lux,South Station,North Station,16.5,2.12
Lyft,Lyft,North End,West End,9.0,1.06
Lyft,Lyft XL,Beacon Hill,Boston University,16.5,2.66
Lyft,Lux Black,South Station,Beacon Hill,22.5,2.42
Uber,Black,Theatre District,North End,20.5,1.41
Uber,Black SUV,Financial District,Northeastern University,31.0,2.67
Uber,Black,Fenway,West End,23.0,2.84
Lyft,Lux Black,North Station,South Station,22.5,1.92
Uber,Black SUV,Beacon Hill,Fenway,28.5,2.46
Lyft,Lyft,Financial District,Northeastern University,13.5,3.98
Uber,UberPool,South Station,West End,8.5,2.14
Uber,UberX,West End,Fenway,10.5,2.72
Uber,WAV,Theatre District,North End,8.5,1.41
Uber,WAV,Fenway,Financial District,11.5,4.48
Uber,Black,West End,Haymarket Square,16.0,0.61
Lyft,Lux Black XL,Back Bay,North End,38.0,2.92
Lyft,Lux Black,North Station,Fenway,26.0,3.22
Lyft,Lyft,Northeastern University,Theatre District,11.0,3.02
Uber,WAV,North Station,Fenway,10.5,3.09
Lyft,Lyft XL,South Station,West End,13.5,2.03
Lyft,Lyft,Fenway,North Station,10.5,3.18
Uber,WAV,Back Bay,Northeastern University,21.5,1.64
Uber,UberX,Theatre District,Boston University,10.5,2.98
Lyft,Lux Black XL,Theatre District,Northeastern University,30.0,2.05
Uber,UberPool,Theatre District,Boston University,8.5,2.98
Uber,Black,Theatre District,South Station,17.0,1.3
Uber,UberPool,Fenway,Beacon Hill,8.5,2.32
Uber,Black SUV,North Station,Haymarket Square,27.5,0.49
Uber,UberPool,Northeastern University,North Station,11.0,3.3
Uber,UberXL,Boston University,Financial District,27.0,5.7
Uber,Black SUV,North Station,South Station,29.5,2.38
Uber,UberPool,Financial District,Fenway,9.0,4.41
Lyft,Lux,Boston University,Theatre District,26.0,4.83
Lyft,Lux Black,Financial District,Northeastern University,45.5,4.0
Uber,UberX,Boston University,West End,11.5,2.8
Uber,UberX,North End,North Station,8.5,1.08
Uber,UberX,West End,Haymarket Square,7.5,0.62
Uber,Black SUV,Financial District,Haymarket Square,26.5,0.99
Lyft,Lux Black,Fenway,North Station,26.0,3.17
Lyft,Shared,West End,Northeastern University,5.0,2.76
Lyft,Lux Black,Fenway,West End,27.5,3.03
Lyft,Lyft,Haymarket Square,Financial District,7.0,1.3
Uber,Black SUV,Theatre District,Fenway,29.5,2.66
Lyft,Lux,Northeastern University,Theatre District,16.5,2.15
Uber,WAV,Theatre District,Northeastern University,9.5,1.91
Lyft,Lux Black XL,South Station,West End,27.5,1.74
Lyft,Lyft XL,North Station,South Station,13.5,1.69
Uber,Black,South Station,Beacon Hill,17.0,1.49
Lyft,Lyft XL,Financial District,Fenway,22.5,4.18
Uber,UberX,West End,North End,9.5,1.16
Uber,Black SUV,North End,Back Bay,30.5,3.22
Uber,Black SUV,North End,Back Bay,32.5,3.17
Lyft,Lyft XL,Financial District,Boston University,22.5,4.64
Lyft,Shared,Beacon Hill,Haymarket Square,5.0,1.15
Lyft,Lyft,Back Bay,North End,11.0,2.52
Lyft,Lux Black,North End,Theatre District,19.5,1.72
Uber,UberX,North Station,Northeastern University,10.5,3.22
Lyft,Lyft,Boston University,North Station,10.5,3.18
Uber,UberX,North End,North Station,7.0,0.94
Uber,UberX,North Station,Boston University,11.0,3.39
Uber,Black,Northeastern University,Beacon Hill,24.0,1.92
Lyft,Lyft,South Station,Theatre District,7.0,0.59
Lyft,Lyft XL,North Station,Fenway,19.5,3.26
Uber,Black SUV,Back Bay,South Station,32.0,1.89
Uber,UberPool,North Station,South Station,10.0,1.84
Uber,UberPool,North Station,Fenway,10.0,3.07
Lyft,Lux,Boston University,North Station,19.5,3.13
Lyft,Lux,North End,West End,13.5,1.06
Uber,UberPool,Beacon Hill,Boston University,8.0,2.79
Uber,UberX,Beacon Hill,Fenway,10.5,2.46
Lyft,Lux Black XL,North End,Theatre District,27.5,1.74
Lyft,Lux Black,Back Bay,South Station,22.5,2.11
Uber,UberPool,West End,Fenway,8.5,2.96
Uber,WAV,Haymarket Square,Theatre District,7.5,1.61
Lyft,Lyft,North End,Financial District,7.0,1.22
Uber,UberXL,South Station,West End,14.0,2.14
Lyft,Lux,Fenway,North Station,19.5,3.15
Uber,WAV,Theatre District,Haymarket Square,9.5,1.16
Uber,Black,Beacon Hill,Boston University,22.0,2.8
Lyft,Lyft XL,Financial District,Fenway,22.5,4.37
Lyft,Lyft,Fenway,Theatre District,10.5,3.11
Uber,Black SUV,North End,Theatre District,26.0,1.57
Uber,UberX,Boston University,North Station,10.5,3.01
Lyft,Lyft XL,Fenway,Theatre District,19.5,3.11
Uber,UberXL,North End,West End,11.5,1.06
Lyft,Shared,Fenway,West End,7.0,2.94
Uber,UberX,Theatre District,North End,8.5,1.41
Lyft,Lyft XL,Back Bay,Haymarket Square,16.5,1.89
Lyft,Lux Black XL,South Station,North Station,27.5,2.16
Uber,UberX,West End,Fenway,9.5,2.72
Uber,Black SUV,Theatre District,Northeastern University,32.0,2.81
Uber,UberXL,North Station,Haymarket Square,10.5,0.53
Uber,WAV,Financial District,Haymarket Square,7.0,0.99
Lyft,Shared,West End,Fenway,7.0,2.81
Lyft,Lux Black XL,Fenway,Back Bay,55.0,1.49
Uber,Black SUV,North Station,Northeastern University,32.5,3.22
Uber,UberXL,West End,Haymarket Square,9.5,0.61
